title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
The Arbor,Strand,2011,"[99, 18]",59266,en,The Arbor,1.705,2011-04-27,6.7,13,tt1623008,The Arbor,2010,94.0,"Biography,Documentary,Drama"
Mysteries of Lisbon,MBox,2011,"[9648, 18]",57403,pt,Mistérios de Lisboa,4.249,2011-08-05,7.0,38,tt1236371,Mysteries of Lisbon,2010,272.0,"Drama,Mystery,Romance"
Vidal Sassoon: The Movie,P4,2011,[99],81515,en,Vidal Sassoon: The Movie,1.37,2010-04-23,6.1,4,tt1649433,Vidal Sassoon: The Movie,2010,90.0,Documentary
Steve Jobs: The Lost Interview,Magn.,2011,[99],89638,en,Steve Jobs: The Lost Interview,3.661,2012-05-11,7.5,47,tt2104994,Steve Jobs: The Lost Interview,2012,70.0,Documentary
Rubber,Magn.,2011,"[35, 18, 14, 27, 9648]",45649,en,Rubber,8.319,2010-09-01,5.9,417,tt1612774,Rubber,2010,82.0,"Comedy,Fantasy,Horror"
Rubber,Magn.,2011,"[35, 18, 14, 27, 9648]",45649,en,Rubber,8.319,2010-09-01,5.9,417,tt1612774,Rubber,2010,82.0,"Comedy,Fantasy,Horror"
The Whale,Pala.,2011,[99],77880,en,The Whale,1.231,2011-09-09,5.5,11,tt1708537,The Whale,2011,85.0,Documentary
Beautiful Boy,Anch.,2011,[18],59437,en,Beautiful Boy,5.872,2011-06-03,6.0,47,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama"
Beautiful Boy,Anch.,2011,[18],59437,en,Beautiful Boy,5.872,2011-06-03,6.0,47,tt1533013,Beautiful Boy,2010,100.0,Drama
Beautiful Boy,Anch.,2011,[18],451915,en,Beautiful Boy,17.409,2018-10-12,7.6,500,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama"
Beautiful Boy,Anch.,2011,[18],451915,en,Beautiful Boy,17.409,2018-10-12,7.6,500,tt1533013,Beautiful Boy,2010,100.0,Drama
Puncture,MNE,2011,"[18, 9648]",72432,en,Puncture,7.578,2011-09-23,6.8,183,tt1582248,Puncture,2011,100.0,"Biography,Drama"
Viva Riva!,MBox,2011,"[28, 18, 53]",63946,fr,Viva Riva!,1.488,2011-06-10,5.7,7,tt1723120,Viva Riva!,2010,98.0,"Crime,Drama,Thriller"
Dirty Girl,Wein.,2011,"[18, 35]",70695,en,Dirty Girl,7.856,2011-10-07,6.3,100,tt1107319,Dirty Girl,2010,90.0,"Comedy,Drama"
Margaret,FoxS,2011,[18],44754,en,Margaret,8.747,2011-09-30,6.3,138,tt0466893,Margaret,2011,150.0,Drama
"Happy, Happy",Magn.,2011,"[18, 35, 10749]",46147,no,Sykt lykkelig,4.32,2010-12-20,6.2,18,tt1664892,"Happy, Happy",2010,85.0,"Comedy,Drama"
"Happy, Happy",Magn.,2011,"[18, 35, 10749]",46147,no,Sykt lykkelig,4.32,2010-12-20,6.2,18,tt5634648,Sykt lykkelig,2016,45.0,Documentary
The Myth of the American Sleepover,IFC,2011,"[10749, 35, 18]",70588,en,The Myth of the American Sleepover,3.066,2011-07-22,6.2,47,tt1174042,The Myth of the American Sleepover,2010,96.0,"Comedy,Drama,Romance"
The Myth of the American Sleepover,IFC,2011,"[10749, 35, 18]",70588,en,The Myth of the American Sleepover,3.066,2011-07-22,6.2,47,tt1174042,The Myth of the American Sleepover,2010,96.0,"Comedy,Drama,Romance"
Hell and Back Again,DF,2011,[99],74310,en,Hell and Back Again,2.403,2011-10-04,6.5,24,tt1748043,Hell and Back Again,2011,88.0,"Action,Documentary,History"
Khodorkovsky,KL,2011,"[18, 99]",79890,ru,Khodorkovsky,1.858,2011-11-30,4.4,7,tt1733525,Khodorkovsky,2011,111.0,"Biography,Documentary,Drama"
Stake Land,IFC,2011,"[18, 27, 878]",52015,en,Stake Land,8.799,2010-10-01,6.2,415,tt1464580,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi"
The Son of No One,Anch.,2011,"[18, 53, 80]",74536,en,The Son of No One,7.586,2011-11-04,5.1,156,tt1535612,The Son of No One,2011,90.0,"Action,Crime,Drama"
Tyrannosaur,Strand,2011,"[18, 10749]",76543,en,Tyrannosaur,7.234,2011-11-18,7.4,213,tt1204340,Tyrannosaur,2011,92.0,Drama
Ceremony,Magn.,2011,"[35, 10749]",55246,en,Ceremony,3.952,2010-10-08,5.2,33,tt1341341,Ceremony,2010,89.0,"Comedy,Romance"
Ceremony,Magn.,2011,"[35, 10749]",55246,en,Ceremony,3.952,2010-10-08,5.2,33,tt4466316,Ceremony,2015,46.0,"Adventure,Documentary,Mystery"
5 Days of War,Anch.,2011,"[10752, 18]",50601,en,5 Days of War,8.689,2011-08-18,5.7,102,tt1486193,5 Days of War,2011,113.0,"Action,Drama,War"
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt1403047,Aurora,2010,181.0,Drama
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt2208216,Vanishing Waves,2012,124.0,"Romance,Sci-Fi,Thriller"
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt3603470,Aurora,2014,83.0,Drama
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt8095720,Aurora,2017,68.0,"Biography,Documentary,Drama"
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt8396182,Aurora,2018,98.0,Drama
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt8553606,Aurora,2019,106.0,"Comedy,Drama,Romance"
Aurora,CGld,2011,[18],81527,ro,Aurora,2.211,2011-06-29,5.8,11,tt8821182,Aurora,2018,110.0,"Horror,Thriller"
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt1403047,Aurora,2010,181.0,Drama
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt2208216,Vanishing Waves,2012,124.0,"Romance,Sci-Fi,Thriller"
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt3603470,Aurora,2014,83.0,Drama
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt8095720,Aurora,2017,68.0,"Biography,Documentary,Drama"
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt8396182,Aurora,2018,98.0,Drama
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt8553606,Aurora,2019,106.0,"Comedy,Drama,Romance"
Aurora,CGld,2011,"[10751, 18]",359926,es,Aurora,0.6,2015-04-11,6.0,2,tt8821182,Aurora,2018,110.0,"Horror,Thriller"
Wrecked,IFC,2011,"[9648, 53]",50838,en,Wrecked,4.685,2011-04-01,5.4,156,tt1316622,Wrecked,2010,91.0,"Adventure,Drama,Mystery"
Wrecked,IFC,2011,"[9648, 878]",349107,en,Wrecked,0.6,2013-04-19,6.0,1,tt1316622,Wrecked,2010,91.0,"Adventure,Drama,Mystery"
My Piece of the Pie,IFC,2011,"[18, 35]",58043,fr,Ma part du gâteau,5.849,2011-12-09,5.6,81,tt1641624,My Piece of the Pie,2011,109.0,"Comedy,Drama"
Blood Ties,ALP,2011,"[53, 80, 18]",190955,en,Blood Ties,12.003,2014-03-21,6.1,268,tt1747958,Blood Ties,2013,127.0,"Action,Crime,Drama"
Blood Ties,ALP,2011,"[53, 80, 18]",190955,en,Blood Ties,12.003,2014-03-21,6.1,268,tt3882558,Blood Ties,2017,120.0,Action
Knuckle,Vita.,2011,[99],71771,en,Knuckle,3.493,2011-12-09,5.4,16,tt1606259,Knuckle,2011,97.0,"Biography,Documentary,Drama"
Main Street,Magn.,2011,"[18, 10749]",54469,en,Main Street,2.353,2010-10-21,3.7,27,tt1365483,Main Street,2010,92.0,Drama
"Love, Wedding, Marriage",IFC,2011,"[35, 10749]",59296,en,"Love, Wedding, Marriage",6.329,2011-06-03,5.3,117,tt1436559,"Love, Wedding, Marriage",2011,90.0,Comedy
An Invisible Sign,IFC,2011,"[10751, 18, 10749, 35]",59435,en,An Invisible Sign,5.342,2010-10-06,5.1,58,tt1212454,An Invisible Sign,2010,96.0,"Comedy,Drama,Family"
Skyfall,Sony,2012,"[28, 12, 53]",37724,en,Skyfall,19.27,2012-11-09,7.1,10441,tt1074638,Skyfall,2012,143.0,"Action,Adventure,Thriller"
The Dark Knight Rises,WB,2012,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,26.22,2012-07-20,7.7,13933,tt1345836,The Dark Knight Rises,2012,164.0,"Action,Thriller"
The Hobbit: An Unexpected Journey,WB (NL),2012,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,26.939,2012-12-14,7.2,12076,tt0903624,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy"
Ice Age: Continental Drift,Fox,2012,"[16, 35, 12, 10751]",57800,en,Ice Age: Continental Drift,17.537,2012-07-13,6.3,4598,tt1667889,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy"
The Amazing Spider-Man,Sony,2012,"[28, 12, 14]",1930,en,The Amazing Spider-Man,24.391,2012-07-04,6.5,10411,tt0948470,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi"
Madagascar 3: Europe's Most Wanted,P/DW,2012,"[16, 10751, 35]",80321,en,Madagascar 3: Europe's Most Wanted,18.705,2012-06-08,6.5,3380,tt1277953,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy"
The Hunger Games,LGF,2012,"[878, 12, 14]",70160,en,The Hunger Games,14.212,2012-03-23,7.1,14587,tt1392170,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi"
Life of Pi,Fox,2012,"[12, 18, 28]",87827,en,Life of Pi,15.0,2012-11-21,7.3,8723,tt0454876,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy"
Ted,Uni.,2012,"[35, 14]",72105,en,Ted,14.475,2012-06-29,6.3,7727,tt1637725,Ted,2012,106.0,"Comedy,Fantasy"
Brave,BV,2012,"[16, 12, 35, 10751, 28, 14]",62177,en,Brave,18.908,2012-06-22,6.9,8116,tt1217209,Brave,2012,93.0,"Adventure,Animation,Comedy"
Wreck-It Ralph,BV,2012,"[10751, 16, 35, 12]",82690,en,Wreck-It Ralph,22.967,2012-11-02,7.3,7780,tt1772341,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy"
Django Unchained,Wein.,2012,"[18, 37]",68718,en,Django Unchained,21.26,2012-12-25,8.0,15725,tt1853728,Django Unchained,2012,165.0,"Drama,Western"
Prometheus,Fox,2012,"[878, 12, 9648]",70981,en,Prometheus,24.98,2012-06-08,6.4,7384,tt1446714,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi"
Snow White and the Huntsman,Uni.,2012,"[12, 14, 18]",58595,en,Snow White and the Huntsman,21.233,2012-06-01,5.9,5258,tt1735898,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama"
Taken 2,Fox,2012,"[28, 80, 53]",82675,en,Taken 2,16.078,2012-10-04,6.2,4035,tt1397280,Taken 2,2012,92.0,"Action,Thriller"
Hotel Transylvania,Sony,2012,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,15.318,2012-09-28,6.9,5013,tt0837562,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family"
Journey 2: The Mysterious Island,WB (NL),2012,"[12, 28, 878]",72545,en,Journey 2: The Mysterious Island,14.454,2012-02-10,5.9,2152,tt1397514,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy"
The Expendables 2,LGF,2012,"[28, 12, 53]",76163,en,The Expendables 2,17.216,2012-08-17,6.2,4219,tt1764651,The Expendables 2,2012,103.0,"Action,Adventure,Thriller"
Rise of the Guardians,P/DW,2012,"[16, 10751, 14]",81188,en,Rise of the Guardians,14.934,2012-11-21,7.3,3697,tt1446192,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation"
Wrath of the Titans,WB,2012,"[14, 12, 28]",57165,en,Wrath of the Titans,14.991,2012-03-29,5.6,2442,tt1646987,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy"
Battleship,Uni.,2012,"[53, 28, 12, 878]",44833,en,Battleship,21.742,2012-05-18,5.6,3240,tt1440129,Battleship,2012,131.0,"Action,Adventure,Sci-Fi"
John Carter,BV,2012,"[28, 12, 878]",49529,en,John Carter,18.549,2012-03-09,6.1,3338,tt0401729,John Carter,2012,132.0,"Action,Adventure,Sci-Fi"
The Bourne Legacy,Uni.,2012,"[28, 53]",49040,en,The Bourne Legacy,18.05,2012-08-10,6.1,3630,tt1194173,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller"
Lincoln,BV,2012,"[36, 18]",72976,en,Lincoln,12.693,2012-11-16,6.8,2261,tt0443272,Lincoln,2012,150.0,"Biography,Drama,History"
Lincoln,BV,2012,"[36, 18]",72976,en,Lincoln,12.693,2012-11-16,6.8,2261,tt3784440,Lincoln,2014,17.0,"Biography,Documentary,History"
Dark Shadows,WB,2012,"[35, 14]",62213,en,Dark Shadows,15.75,2012-05-11,5.9,4197,tt1077368,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror"
Resident Evil: Retribution,SGem,2012,"[28, 27, 878]",71679,en,Resident Evil: Retribution,1.325,2012-09-14,5.7,2321,tt1855325,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi"
Silver Linings Playbook,Wein.,2012,"[18, 35, 10749]",82693,en,Silver Linings Playbook,15.351,2012-12-25,7.1,7636,tt1045658,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance"
American Reunion,Uni.,2012,[35],71552,en,American Reunion,17.199,2012-04-06,6.2,2679,tt1605630,American Reunion,2012,113.0,Comedy
Argo,WB,2012,"[18, 53]",68734,en,Argo,15.793,2012-10-12,7.2,5127,tt1024648,Argo,2012,120.0,"Biography,Drama,Thriller"
Jack Reacher,Par.,2012,"[80, 18, 53, 28]",75780,en,Jack Reacher,18.312,2012-12-21,6.4,4155,tt0790724,Jack Reacher,2012,130.0,"Action,Crime,Thriller"
Safe House,Uni.,2012,"[28, 53]",59961,en,Safe House,13.116,2012-02-10,6.4,1997,tt1599348,Safe House,2012,115.0,"Action,Adventure,Crime"
21 Jump Street,Sony,2012,"[28, 35, 80]",64688,en,21 Jump Street,14.836,2012-03-12,6.8,6527,tt1232829,21 Jump Street,2012,109.0,"Action,Comedy,Crime"
The Vow,SGem,2012,"[18, 10749]",72570,en,The Vow,13.046,2012-02-10,7.1,2409,tt1606389,The Vow,2012,104.0,"Drama,Romance"
Mirror Mirror,Rela.,2012,"[12, 35, 18, 10751, 14]",62764,en,Mirror Mirror,13.221,2012-03-30,5.8,2099,tt1667353,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama"
The Impossible,LG/S,2012,"[53, 18]",80278,en,Lo imposible,14.66,2012-12-04,7.2,3614,tt1649419,The Impossible,2012,114.0,"Drama,History,Thriller"
The Dictator,Par.,2012,[35],76493,en,The Dictator,12.592,2012-05-16,6.0,3042,tt1645170,The Dictator,2012,83.0,Comedy
Looper,TriS,2012,"[28, 53, 878]",59967,en,Looper,16.779,2012-09-28,6.8,6723,tt1276104,Looper,2012,113.0,"Action,Crime,Drama"
Magic Mike,WB,2012,"[18, 35]",77930,en,Magic Mike,13.7,2012-06-29,6.1,1850,tt1915581,Magic Mike,2012,110.0,"Comedy,Drama"
Flight,Par.,2012,[18],87502,en,Flight,11.692,2012-11-02,6.7,3582,tt1907668,Flight,2012,138.0,"Drama,Thriller"
This Means War,Fox,2012,"[28, 35, 10749]",59962,en,This Means War,12.017,2012-02-17,6.0,2096,tt1596350,This Means War,2012,103.0,"Action,Comedy,Romance"
Paranormal Activity 4,Par.,2012,[27],82990,en,Paranormal Activity 4,8.965,2012-10-19,5.4,1026,tt2109184,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller"
Step Up Revolution,LG/S,2012,"[10402, 18, 10749]",85446,en,Step Up Revolution,10.925,2012-07-27,6.8,1252,tt1800741,Step Up Revolution,2012,99.0,"Drama,Music,Romance"
The Best Exotic Marigold Hotel,FoxS,2012,"[18, 35]",74534,en,The Best Exotic Marigold Hotel,8.665,2012-05-25,6.9,756,tt1412386,The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance"
Zero Dark Thirty,Sony,2012,"[53, 18, 36]",97630,en,Zero Dark Thirty,14.239,2012-12-19,6.9,2553,tt1790885,Zero Dark Thirty,2012,157.0,"Drama,Thriller"
Ghost Rider: Spirit of Vengeance,Sony,2012,"[28, 14, 53]",71676,en,Ghost Rider: Spirit of Vengeance,18.678,2011-12-10,4.8,2039,tt1071875,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller"
Cloud Atlas,WB,2012,"[18, 878]",83542,en,Cloud Atlas,14.681,2012-10-26,6.8,4505,tt1371111,Cloud Atlas,2012,172.0,"Action,Drama,Mystery"
The Woman in Black,CBS,2012,"[18, 27, 53]",65086,en,The Woman in Black,12.781,2012-02-03,6.1,2122,tt1596365,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror"
Parental Guidance,Fox,2012,[35],88042,en,Parental Guidance,10.124,2012-12-25,5.8,276,tt1047540,Parental Guidance,2012,105.0,"Comedy,Family"
Abraham Lincoln: Vampire Hunter,Fox,2012,"[28, 14, 27]",72331,en,Abraham Lincoln: Vampire Hunter,12.498,2012-06-22,5.6,2009,tt1611224,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror"
Pitch Perfect,Uni.,2012,"[35, 10402, 10749]",114150,en,Pitch Perfect,13.886,2012-09-28,7.3,4233,tt1981677,Pitch Perfect,2012,112.0,"Comedy,Music,Romance"
Hope Springs,Sony,2012,"[18, 35, 10749]",82696,en,Hope Springs,8.313,2012-08-07,6.1,429,tt1535438,Hope Springs,2012,100.0,"Comedy,Drama,Romance"
ParaNorman,Focus,2012,"[10751, 16, 12, 35]",77174,en,ParaNorman,13.32,2012-08-17,6.8,1358,tt1623288,ParaNorman,2012,92.0,"Adventure,Animation,Comedy"
The Campaign,WB,2012,[35],77953,en,The Campaign,10.266,2012-08-10,5.7,982,tt1790886,The Campaign,2012,85.0,Comedy
The Campaign,WB,2012,[35],77953,en,The Campaign,10.266,2012-08-10,5.7,982,tt2411684,The Campaign,2013,60.0,Documentary
Project X,WB,2012,"[35, 80]",57214,en,Project X,9.715,2012-03-02,6.4,2968,tt1636826,Project X,2012,88.0,Comedy
Project X,WB,2012,[99],427602,en,Project X,1.39,2016-11-18,5.6,7,tt1636826,Project X,2012,88.0,Comedy
The Devil Inside,Par.,2012,"[53, 27]",76487,en,The Devil Inside,7.403,2012-01-06,4.7,441,tt1560985,The Devil Inside,2012,83.0,Horror
The Lucky One,WB,2012,"[18, 10749]",77877,en,The Lucky One,13.14,2012-04-20,6.9,2012,tt1327194,The Lucky One,2012,101.0,"Drama,Romance"
Contraband,Uni.,2012,"[53, 28, 18, 80]",77866,en,Contraband,12.357,2012-01-13,6.2,1114,tt1524137,Contraband,2012,109.0,"Action,Crime,Drama"
Think Like a Man,SGem,2012,"[35, 10749]",67660,en,Think Like a Man,5.905,2012-04-20,6.9,438,tt1621045,Think Like a Man,2012,122.0,"Comedy,Romance"
This Is 40,Uni.,2012,[35],89492,en,This Is 40,8.132,2012-12-21,5.7,1296,tt1758830,This Is 40,2012,134.0,"Comedy,Romance"
The Inbetweeners Movie,WHE,2012,[35],69798,en,The Inbetweeners Movie,8.706,2011-08-20,6.2,517,tt1716772,The Inbetweeners Movie,2011,97.0,Comedy
The Possession,LGF,2012,"[27, 53]",77883,en,The Possession,8.978,2012-08-31,5.9,918,tt0431021,The Possession,2012,92.0,"Horror,Mystery,Thriller"
What to Expect When You're Expecting,LGF,2012,"[10749, 35, 18]",76494,en,What to Expect When You're Expecting,12.27,2012-05-18,5.9,1130,tt1586265,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance"
Frankenweenie,BV,2012,"[16, 35, 10751]",62214,en,Frankenweenie,14.627,2012-10-05,6.8,1685,tt1142977,Frankenweenie,2012,87.0,"Animation,Comedy,Family"
Act of Valor,Rela.,2012,"[28, 53, 10752]",75674,en,Act of Valor,12.197,2012-02-24,6.3,583,tt1591479,Act of Valor,2012,110.0,"Action,Adventure,Drama"
Sinister,LG/S,2012,"[9648, 27]",288250,en,Sinister,0.6,2011-05-03,3.8,8,tt1922777,Sinister,2012,110.0,"Horror,Mystery,Thriller"
Sinister,LG/S,2012,"[27, 53, 9648]",82507,en,Sinister,13.117,2012-10-12,6.8,2935,tt1922777,Sinister,2012,110.0,"Horror,Mystery,Thriller"
The Grey,ORF,2012,"[18, 53, 28, 12]",75174,en,The Grey,12.942,2012-01-27,6.5,2280,tt1601913,The Grey,2011,117.0,"Action,Adventure,Drama"
The Grey,ORF,2012,"[18, 53, 28, 12]",75174,en,The Grey,12.942,2012-01-27,6.5,2280,tt1601913,The Grey,2011,117.0,"Action,Adventure,Drama"
Diary of a Wimpy Kid: Dog Days,Fox,2012,"[35, 10751]",82650,en,Diary of a Wimpy Kid: Dog Days,11.36,2012-08-03,6.2,440,tt2023453,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family"
To Rome with Love,SPC,2012,"[10749, 35, 18]",81836,en,To Rome with Love,9.563,2012-06-22,5.7,1097,tt1859650,To Rome with Love,2012,112.0,"Comedy,Music,Romance"
Here Comes the Boom,Sony,2012,"[28, 35]",87826,en,Here Comes the Boom,10.265,2012-10-12,6.0,812,tt1648179,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport"
Anna Karenina,Focus,2012,"[18, 10749]",96724,en,Anna Karenina,9.987,2012-11-16,6.7,1265,tt1781769,Anna Karenina,2012,129.0,"Drama,Romance"
The Watch,Fox,2012,"[28, 35, 878]",80035,en,The Watch,10.228,2012-07-27,5.4,1356,tt1298649,The Watch,2012,102.0,"Action,Comedy,Horror"
Moonrise Kingdom,Focus,2012,"[35, 18, 10749]",83666,en,Moonrise Kingdom,14.086,2012-05-25,7.7,3023,tt1748122,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama"
The Cabin in the Woods,LGF,2012,"[27, 35, 53]",22970,en,The Cabin in the Woods,15.336,2012-04-12,6.5,4185,tt1259521,The Cabin in the Woods,2011,95.0,Horror
The Cabin in the Woods,LGF,2012,"[27, 35, 53]",22970,en,The Cabin in the Woods,15.336,2012-04-12,6.5,4185,tt1259521,The Cabin in the Woods,2011,95.0,Horror
Rock of Ages,WB (NL),2012,"[35, 18, 10402, 10749]",80585,en,Rock of Ages,11.369,2012-06-15,6.1,686,tt1336608,Rock of Ages,2012,123.0,"Comedy,Drama,Musical"
That's My Boy,Sony,2012,[35],87428,en,That's My Boy,12.817,2012-06-15,5.5,831,tt1232200,That's My Boy,2012,116.0,Comedy
The Odd Life of Timothy Green,BV,2012,"[14, 18, 35, 10751]",71864,en,The Odd Life of Timothy Green,9.216,2012-08-15,6.7,605,tt1462769,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family"
The Three Stooges,Fox,2012,[35],76489,en,The Three Stooges,9.358,2012-04-13,5.1,215,tt0383010,The Three Stooges,2012,92.0,"Comedy,Family"
The Five-Year Engagement,Uni.,2012,"[10749, 35]",72207,en,The Five-Year Engagement,10.729,2012-04-27,5.8,742,tt1195478,The Five-Year Engagement,2012,124.0,"Comedy,Romance"
Lawless,Wein.,2012,"[80, 18]",82633,en,Lawless,12.147,2012-08-29,7.0,1660,tt1212450,Lawless,2012,116.0,"Crime,Drama"
Lawless,Wein.,2012,"[80, 18]",82633,en,Lawless,12.147,2012-08-29,7.0,1660,tt8781832,Lawless,2018,90.0,"Action,Adventure,Documentary"
Red Tails,Fox,2012,"[18, 28, 12, 36, 10752]",72431,en,Red Tails,10.247,2012-01-11,6.0,256,tt0485985,Red Tails,2012,125.0,"Action,Adventure,Drama"
Trouble with the Curve,WB,2012,"[18, 10749]",87825,en,Trouble with the Curve,8.548,2012-09-21,6.7,613,tt2083383,Trouble with the Curve,2012,111.0,"Drama,Sport"
End of Watch,ORF,2012,"[80, 18, 53]",77016,en,End of Watch,13.152,2012-09-21,7.3,1770,tt1855199,End of Watch,2012,109.0,"Action,Crime,Drama"
Man on a Ledge,LG/S,2012,"[28, 53, 80]",49527,en,Man on a Ledge,11.263,2012-01-27,6.3,1460,tt1568338,Man on a Ledge,2012,102.0,"Action,Adventure,Crime"
The Guilt Trip,Par.,2012,[35],82687,en,The Guilt Trip,8.939,2012-12-19,5.4,403,tt1694020,The Guilt Trip,2012,95.0,"Comedy,Drama"
Killing Them Softly,Wein.,2012,"[80, 53]",64689,en,Killing Them Softly,11.298,2012-11-30,6.0,1105,tt1764234,Killing Them Softly,2012,97.0,"Crime,Thriller"
Chernobyl Diaries,WB,2012,"[27, 53]",93856,en,Chernobyl Diaries,14.658,2012-05-25,5.0,842,tt1991245,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller"
Dredd,LGF,2012,"[28, 878]",49049,en,Dredd,13.223,2012-09-21,6.7,2788,tt1343727,Dredd,2012,95.0,"Action,Crime,Sci-Fi"
Arbitrage,RAtt.,2012,"[18, 53]",60599,en,Arbitrage,12.14,2012-09-14,6.2,459,tt1764183,Arbitrage,2012,107.0,"Drama,Thriller"
Chimpanzee,BV,2012,[99],72334,en,Chimpanzee,4.5,2012-04-20,7.2,61,tt1222815,Chimpanzee,2012,78.0,Documentary
Alex Cross,LG/S,2012,"[28, 53, 80, 9648]",94348,en,Alex Cross,9.962,2012-10-18,5.1,424,tt1712170,Alex Cross,2012,101.0,"Action,Crime,Mystery"
Salmon Fishing in the Yemen,CBS,2012,"[18, 10749, 35]",81025,en,Salmon Fishing in the Yemen,11.208,2012-03-09,6.4,499,tt1441952,Salmon Fishing in the Yemen,2011,107.0,"Comedy,Drama,Romance"
The Perks of Being a Wallflower,LG/S,2012,[18],84892,en,The Perks of Being a Wallflower,15.148,2012-09-21,7.8,5938,tt1659337,The Perks of Being a Wallflower,2012,103.0,Drama
Haywire,Rela.,2012,"[28, 53, 9648]",70435,en,Haywire,10.015,2011-11-06,5.6,747,tt1506999,Haywire,2011,93.0,"Action,Drama,Thriller"
Katy Perry: Part of Me,Par.,2012,"[99, 10402]",101267,en,Katy Perry: Part of Me,7.139,2012-07-05,6.8,147,tt2215719,Katy Perry: Part of Me,2012,93.0,"Documentary,Music"
Lockout,FD,2012,"[28, 53, 878]",81796,en,Lockout,11.273,2012-04-13,5.9,1004,tt1592525,Lockout,2012,95.0,"Action,Sci-Fi,Thriller"
Joyful Noise,WB,2012,"[35, 10402]",63574,en,Joyful Noise,6.787,2012-01-13,6.4,70,tt1710396,Joyful Noise,2012,118.0,"Comedy,Drama,Music"
Premium Rush,Sony,2012,"[80, 28, 53]",49526,en,Premium Rush,12.484,2012-08-24,6.2,1244,tt1547234,Premium Rush,2012,91.0,"Action,Crime,Thriller"
The Raven,Rela.,2012,"[27, 28, 53, 878]",45168,en,The Raven,0.6,2010-04-20,5.9,5,tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller"
The Raven,Rela.,2012,"[80, 53, 9648]",70436,en,The Raven,8.635,2012-04-27,6.3,681,tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller"
