title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
Better Living Through Chemistry,Gold.,2014,"[18, 35]",157099,en,Better Living Through Chemistry,7.393,2014-03-14,6.0,141,tt1609479,Better Living Through Chemistry,2014,91.0,"Comedy,Drama"
For No Good Reason,SPC,2014,"[99, 36]",140456,en,For No Good Reason,2.213,2014-04-25,6.0,7,tt2112152,For No Good Reason,2012,89.0,"Biography,Documentary,History"
Walk of Shame,FCW,2014,[35],187596,en,Walk of Shame,13.549,2014-05-02,5.9,868,tt2463288,Walk of Shame,2014,95.0,Comedy
Rudderless,Gold.,2014,"[10402, 18, 35]",244403,en,Rudderless,8.03,2014-10-17,7.4,149,tt1798243,Rudderless,2014,105.0,"Comedy,Drama,Music"
In Bloom,BWP,2014,"[18, 10749, 53]",179246,en,In Bloom,2.436,2013-07-13,6.9,12,tt2250564,In Bloom,2013,87.0,"Drama,Romance,Thriller"
In Bloom,BWP,2014,"[18, 10749, 53]",179246,en,In Bloom,2.436,2013-07-13,6.9,12,tt2250564,In Bloom,2013,87.0,"Drama,Romance,Thriller"
In Bloom,BWP,2014,[18],176403,ka,Grzeli nateli dgeebi,2.189,2014-01-10,6.7,30,tt2741806,In Bloom,2013,102.0,Drama
Starred Up,Trib.,2014,[18],209276,en,Starred Up,7.63,2013-08-30,7.2,528,tt2567712,Starred Up,2013,106.0,"Crime,Drama"
Starred Up,Trib.,2014,[18],209276,en,Starred Up,7.63,2013-08-30,7.2,528,tt2567712,Starred Up,2013,106.0,"Crime,Drama"
Half of a Yellow Sun,Mont.,2014,"[10749, 18]",209401,en,Half of a Yellow Sun,2.155,2014-05-16,4.8,13,tt2215077,Half of a Yellow Sun,2013,111.0,"Drama,Romance"
Hateship Loveship,IFC,2014,[18],209271,en,Hateship Loveship,7.503,2014-04-11,5.8,71,tt2463512,Hateship Loveship,2013,104.0,"Drama,Romance"
The Missing Picture,Strand,2014,[99],186997,fr,L'image manquante,2.04,2014-03-19,7.6,35,tt2852470,The Missing Picture,2013,92.0,Documentary
Decoding Annie Parker,EOne,2014,[18],177047,en,Decoding Annie Parker,6.782,2014-05-02,6.0,49,tt1464191,Decoding Annie Parker,2013,91.0,Drama
Decoding Annie Parker,EOne,2014,[18],177047,en,Decoding Annie Parker,6.782,2014-05-02,6.0,49,tt1464191,Decoding Annie Parker,2013,91.0,Drama
Policeman,Crnth,2014,[18],96888,he,Ha-shoter,1.089,2011-10-15,5.9,12,tt1978447,Policeman,2011,105.0,Drama
White Bird in a Blizzard,Magn.,2014,"[53, 18]",157825,en,White Bird in a Blizzard,7.852,2014-09-25,6.2,485,tt2238050,White Bird in a Blizzard,2014,91.0,"Drama,Mystery,Thriller"
The Hero of Color City,Magn.,2014,[16],217057,en,The Hero of Color City,4.516,2014-10-03,5.4,9,tt0498351,The Hero of Color City,2014,77.0,"Animation,Family"
Lilting,Strand,2014,[18],248212,en,Lilting,4.904,2014-08-07,7.2,69,tt2560102,Lilting,2014,83.0,"Drama,Romance"
Adult World,IFC,2014,[35],143049,en,Adult World,7.557,2013-04-18,6.2,227,tt1067765,Adult World,2013,97.0,"Comedy,Drama"
Two Night Stand,EOne,2014,"[10749, 35]",286554,en,Two Night Stand,9.191,2014-09-26,6.5,1241,tt2140619,Two Night Stand,2014,86.0,"Comedy,Romance"
Horses of God,KL,2014,[18],134908,ar,Les chevaux de Dieu,1.82,2014-05-14,7.4,23,tt2369047,Horses of God,2012,115.0,Drama
13 Sins,RTWC,2014,"[27, 53]",155084,en,13 Sins,10.899,2014-04-18,6.3,576,tt2059171,13 Sins,2014,93.0,"Horror,Thriller"
Camp X-Ray,IFC,2014,[18],244506,en,Camp X-Ray,15.237,2014-10-17,6.8,618,tt2994190,Camp X-Ray,2014,117.0,"Drama,War"
Wolves,KE,2014,"[27, 28]",290555,en,Wolves,8.627,2014-11-14,5.8,151,tt1403241,Wolves,2014,91.0,"Action,Fantasy,Horror"
Wolves,KE,2014,"[27, 28]",290555,en,Wolves,8.627,2014-11-14,5.8,151,tt4623856,Wolves,2016,109.0,"Drama,Sport"
Wolves,KE,2014,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,tt1403241,Wolves,2014,91.0,"Action,Fantasy,Horror"
Wolves,KE,2014,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,tt4623856,Wolves,2016,109.0,"Drama,Sport"
Wolves,KE,2014,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,tt1403241,Wolves,2014,91.0,"Action,Fantasy,Horror"
Wolves,KE,2014,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,tt4623856,Wolves,2016,109.0,"Drama,Sport"
Falcon Rising,Free,2014,"[12, 28]",270938,en,Falcon Rising,10.059,2014-09-05,5.8,126,tt2295722,Falcon Rising,2014,103.0,"Action,Adventure"
You're Not You,EOne,2014,[18],290542,en,You're Not You,6.874,2014-10-10,7.4,448,tt1198156,You're Not You,2014,102.0,Drama
The Amazing Catfish,Strand,2014,"[35, 18]",215924,es,Los insólitos peces gato,1.084,2014-06-13,6.6,21,tt2414046,The Amazing Catfish,2013,89.0,"Comedy,Drama"
Very Good Girls,WGUSA,2014,[18],70706,en,Very Good Girls,7.737,2013-01-22,5.9,255,tt1931602,Very Good Girls,2013,91.0,"Drama,Romance"
Pioneer,Magn.,2014,[53],168399,no,Pionér,3.948,2013-10-12,5.6,45,tt2369205,Pioneer,2013,111.0,Thriller
Life of a King,MNE,2014,[18],201550,en,Life of a King,2.273,2013-06-22,6.8,46,tt2708254,Life of a King,2013,100.0,Drama
The Strange Little Cat,KS,2014,"[35, 18, 10751]",164328,de,Das merkwürdige Kätzchen,1.522,2013-05-01,7.1,10,tt2586000,The Strange Little Cat,2013,72.0,"Comedy,Drama"
The Devil's Hand,RAtt.,2014,"[27, 53]",220471,en,Where the Devil Hides,4.862,2014-10-10,5.1,65,tt2290739,The Devil's Hand,2014,86.0,"Horror,Thriller"
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt1715336,Anna,2013,99.0,"Drama,Mystery,Sci-Fi"
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt1951077,Anna,2011,80.0,"Biography,Documentary"
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt3673036,Anna,2015,96.0,Drama
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt3872918,Anna,2015,109.0,"Crime,Drama,Thriller"
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt6118134,Anna,2016,142.0,Biography
Anna,VE,2014,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,tt6427854,Anna,2017,97.0,Horror
Open Windows,Cdgm.,2014,"[53, 28, 80]",151368,en,Open Windows,5.608,2014-10-02,5.1,266,tt2409818,Open Windows,2014,100.0,"Crime,Horror,Thriller"
Jurassic World,Uni.,2015,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,6.6,14056,tt0369610,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi"
Avengers: Age of Ultron,BV,2015,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,2015-05-01,7.3,13457,tt2395427,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi"
Minions,Uni.,2015,"[10751, 16, 12, 35]",211672,en,Minions,9.338,2015-07-10,6.4,7343,tt2293640,Minions,2015,91.0,"Adventure,Animation,Comedy"
Spectre,Sony,2015,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,6.4,6719,tt2379713,Spectre,2015,148.0,"Action,Adventure,Thriller"
Spectre,Sony,2015,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,6.4,6719,tt2379713,Spectre,2015,148.0,"Action,Adventure,Thriller"
Inside Out,BV,2015,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,tt1640486,Inside Out,2011,93.0,"Crime,Drama"
Inside Out,BV,2015,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,tt2071483,Inside Out,2011,59.0,Family
Inside Out,BV,2015,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy"
Inside Out,BV,2015,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History"
Inside Out,BV,2015,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,tt1640486,Inside Out,2011,93.0,"Crime,Drama"
Inside Out,BV,2015,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,tt2071483,Inside Out,2011,59.0,Family
Inside Out,BV,2015,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy"
Inside Out,BV,2015,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History"
Mission: Impossible - Rogue Nation,Par.,2015,[28],177677,en,Mission: Impossible - Rogue Nation,20.177,2015-07-31,7.1,5242,tt2381249,Mission: Impossible - Rogue Nation,2015,131.0,"Action,Adventure,Thriller"
The Hunger Games: Mockingjay - Part 2,LGF,2015,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,6.8,7609,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi"
The Hunger Games: Mockingjay - Part 2,LGF,2015,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,6.8,7609,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi"
The Martian,Fox,2015,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,7.7,12172,tt3659388,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi"
The Martian,Fox,2015,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,7.7,12172,tt3659388,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi"
Fifty Shades of Grey,Uni.,2015,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,5.4,6451,tt2322441,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller"
The Revenant,Fox,2015,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography"
The Revenant,Fox,2015,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,tt3300078,The Revenant,2012,80.0,Horror
The Revenant,Fox,2015,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography"
The Revenant,Fox,2015,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,tt3300078,The Revenant,2012,80.0,Horror
Ant-Man,BV,2015,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,7.1,11949,tt0478970,Ant-Man,2015,117.0,"Action,Adventure,Comedy"
Hotel Transylvania 2,Sony,2015,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,6.7,3184,tt2510894,Hotel Transylvania 2,2015,89.0,"Animation,Comedy,Family"
San Andreas,WB (NL),2015,"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,6.1,5125,tt2126355,San Andreas,2015,114.0,"Action,Adventure,Drama"
Kingsman: The Secret Service,Fox,2015,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,7.6,10287,tt2802144,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy"
Kingsman: The Secret Service,Fox,2015,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,7.6,10287,tt2802144,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy"
Mad Max: Fury Road,WB,2015,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,7.4,14454,tt1392190,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi"
The Good Dinosaur,BV,2015,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,6.7,3135,tt1979388,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy"
The Good Dinosaur,BV,2015,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,6.7,3135,tt1979388,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy"
Taken 3,Fox,2015,"[53, 28]",260346,en,Taken 3,27.679,2015-01-09,6.1,3406,tt2446042,Taken 3,2014,108.0,"Action,Thriller"
The SpongeBob Movie: Sponge Out of Water,Par.,2015,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,5.7,1165,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy"
Maze Runner: The Scorch Trials,Fox,2015,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,6.6,6365,tt4046784,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller"
Pitch Perfect 2,Uni.,2015,"[35, 10402]",254470,en,Pitch Perfect 2,18.469,2015-05-15,6.8,3599,tt2848292,Pitch Perfect 2,2015,115.0,"Comedy,Music"
Paddington,W/Dim.,2015,"[35, 12, 10751]",116149,en,Paddington,13.565,2015-01-16,7.0,1904,tt1109624,Paddington,2014,95.0,"Adventure,Comedy,Family"
The Peanuts Movie,Fox,2015,"[12, 35, 16, 10751]",227973,en,The Peanuts Movie,11.344,2015-11-01,6.6,894,tt2452042,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy"
The Peanuts Movie,Fox,2015,"[12, 35, 16, 10751]",227973,en,The Peanuts Movie,11.344,2015-11-01,6.6,894,tt2452042,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy"
Pixels,Sony,2015,[878],136921,en,Pixels,2.172,2010-04-01,7.1,35,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi"
Pixels,Sony,2015,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,5.6,4423,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi"
Daddy's Home,Par.,2015,[],281512,en,Daddy's Home,1.4,2010-01-01,6.0,2,tt1528854,Daddy's Home,2015,96.0,Comedy
Daddy's Home,Par.,2015,[],281512,en,Daddy's Home,1.4,2010-01-01,6.0,2,tt1617630,Daddy's Home,2010,90.0,"Drama,Thriller"
Daddy's Home,Par.,2015,[35],274167,en,Daddy's Home,14.847,2015-12-25,6.1,1688,tt1528854,Daddy's Home,2015,96.0,Comedy
Daddy's Home,Par.,2015,[35],274167,en,Daddy's Home,14.847,2015-12-25,6.1,1688,tt1617630,Daddy's Home,2010,90.0,"Drama,Thriller"
Spy,Fox,2015,"[28, 80, 18, 9648, 53]",323867,en,Spy,1.4,2011-08-09,7.0,1,tt0372538,Spy,2011,110.0,"Action,Crime,Drama"
Spy,Fox,2015,"[28, 80, 18, 9648, 53]",323867,en,Spy,1.4,2011-08-09,7.0,1,tt3079380,Spy,2015,119.0,"Action,Comedy,Crime"
Spy,Fox,2015,"[28, 35, 80]",238713,en,Spy,12.54,2015-06-05,6.8,3917,tt0372538,Spy,2011,110.0,"Action,Crime,Drama"
Spy,Fox,2015,"[28, 35, 80]",238713,en,Spy,12.54,2015-06-05,6.8,3917,tt3079380,Spy,2015,119.0,"Action,Comedy,Crime"
Alvin and the Chipmunks: The Road Chip,Fox,2015,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,5.8,852,tt2974918,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy"
Ted 2,Uni.,2015,[35],214756,en,Ted 2,17.684,2015-06-26,6.1,4227,tt2637276,Ted 2,2015,115.0,Comedy
Tomorrowland,BV,2015,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,6.2,4610,tt1964418,Tomorrowland,2015,130.0,"Action,Adventure,Family"
Tomorrowland,BV,2015,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,6.2,4610,tt7728220,Tomorrowland,2017,70.0,Documentary
Straight Outta Compton,Uni.,2015,"[18, 10402]",277216,en,Straight Outta Compton,11.731,2015-08-14,7.7,2048,tt1398426,Straight Outta Compton,2015,147.0,"Biography,Drama,History"
Straight Outta Compton,Uni.,2015,"[18, 10402]",277216,en,Straight Outta Compton,11.731,2015-08-14,7.7,2048,tt1398426,Straight Outta Compton,2015,147.0,"Biography,Drama,History"
The Intern,WB,2015,[35],257211,en,The Intern,14.377,2015-09-25,7.1,3373,tt2361509,The Intern,2015,121.0,"Comedy,Drama"
Jupiter Ascending,WB,2015,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,5.3,4401,tt1617661,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi"
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt1632705,Creed,2010,77.0,Horror
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt3076658,Creed,2015,133.0,"Drama,Sport"
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt4354930,Creed,2016,80.0,"Crime,Drama"
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt1632705,Creed,2010,77.0,Horror
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt3076658,Creed,2015,133.0,"Drama,Sport"
Creed,WB (NL),2015,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,tt4354930,Creed,2016,80.0,"Crime,Drama"
Fantastic Four,Fox,2015,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,4.4,3837,tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama"
Bridge of Spies,BV,2015,"[53, 18]",296098,en,Bridge of Spies,12.836,2015-10-16,7.2,4313,tt3682448,Bridge of Spies,2015,142.0,"Drama,History,Thriller"
Bridge of Spies,BV,2015,"[53, 18]",296098,en,Bridge of Spies,12.836,2015-10-16,7.2,4313,tt3682448,Bridge of Spies,2015,142.0,"Drama,History,Thriller"
The Hateful Eight,Wein.,2015,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,7.7,8065,tt3460252,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery"
The Hateful Eight,Wein.,2015,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,7.7,8065,tt3460252,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery"
Goosebumps,Sony,2015,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,6.2,2147,tt1051904,Goosebumps,2015,103.0,"Adventure,Comedy,Family"
Goosebumps,Sony,2015,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,6.2,2147,tt1051904,Goosebumps,2015,103.0,"Adventure,Comedy,Family"
The Last Witch Hunter,LG/S,2015,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,5.8,2193,tt1618442,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy"
The Last Witch Hunter,LG/S,2015,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,5.8,2193,tt1618442,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy"
Trainwreck,Uni.,2015,"[35, 10749]",271718,en,Trainwreck,18.423,2015-07-17,5.8,1731,tt3152624,Trainwreck,2015,125.0,"Comedy,Drama,Romance"
The Big Short,Par.,2015,"[35, 18]",318846,en,The Big Short,14.327,2015-12-11,7.3,4657,tt1596363,The Big Short,2015,130.0,"Biography,Comedy,Drama"
Pan,WB,2015,"[12, 10751, 14]",266647,en,Pan,13.054,2015-10-09,5.9,1701,tt3332064,Pan,2015,111.0,"Adventure,Comedy,Family"
Magic Mike XXL,WB,2015,"[35, 18]",264999,en,Magic Mike XXL,8.681,2015-07-01,6.2,1110,tt2268016,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music"
Seventh Son,Uni.,2015,"[12, 14]",68737,en,Seventh Son,22.856,2015-02-06,5.3,1549,tt1121096,Seventh Son,2014,102.0,"Action,Adventure,Fantasy"
Get Hard,WB,2015,[35],257091,en,Get Hard,12.129,2015-03-27,6.0,1469,tt2561572,Get Hard,2015,100.0,"Comedy,Crime"
Get Hard,WB,2015,[35],257091,en,Get Hard,12.129,2015-03-27,6.0,1469,tt8672656,Get Hard,2018,90.0,Comedy
Paul Blart: Mall Cop 2,Sony,2015,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,2015-04-17,5.0,900,tt3450650,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime"
Shaun the Sheep Movie,LGF,2015,"[10751, 16, 35, 12]",263109,en,Shaun the Sheep Movie,12.555,2015-08-05,6.9,713,tt2872750,Shaun the Sheep Movie,2015,85.0,"Adventure,Animation,Comedy"
Sisters,Uni.,2015,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,tt1850457,Sisters,2015,118.0,Comedy
Sisters,Uni.,2015,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,tt4793074,Sisters,2015,53.0,"Biography,Documentary,Music"
Sisters,Uni.,2015,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,tt5870006,Sisters,2016,102.0,Drama
Sisters,Uni.,2015,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,tt9048972,Sisters,2018,72.0,"Biography,Comedy,Documentary"
Vacation,WB (NL),2015,[35],296099,en,Vacation,14.227,2015-07-29,6.2,1934,tt1524930,Vacation,2015,99.0,"Adventure,Comedy"
Chappie,Sony,2015,"[80, 28, 878]",198184,en,Chappie,24.52,2015-03-06,6.7,4995,tt1823672,Chappie,2015,120.0,"Action,Crime,Drama"
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt1465490,Joy,2010,75.0,Drama
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt2327665,Joy,2012,53.0,Documentary
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt2446980,Joy,2015,124.0,Drama
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt6180144,Joy,2016,80.0,Drama
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt8731858,Joy,2018,4.0,Documentary
Joy,Fox,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,6.5,2723,tt8917752,Joy,2018,99.0,Drama
Black Mass,WB,2015,"[18, 80]",261023,en,Black Mass,14.646,2015-09-18,6.4,2020,tt1355683,Black Mass,2015,123.0,"Biography,Crime,Drama"
Black Mass,WB,2015,[27],455620,en,Black Mass,0.959,2017-05-01,10.0,1,tt1355683,Black Mass,2015,123.0,"Biography,Crime,Drama"
The Visit,Uni.,2015,"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,6.2,2634,tt1605776,The Visit,2010,90.0,"Comedy,Drama,Romance"
The Visit,Uni.,2015,"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,6.2,2634,tt1901018,The Visit,2010,50.0,Thriller
The Visit,Uni.,2015,"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,6.2,2634,tt2252032,The Visit,2012,52.0,"Documentary,Drama"
The Visit,Uni.,2015,"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,6.2,2634,tt3567288,The Visit,2015,94.0,"Horror,Mystery,Thriller"
The Visit,Uni.,2015,"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,6.2,2634,tt3833746,The Visit: An Alien Encounter,2015,83.0,Documentary
The Visit,Uni.,2015,[],458631,en,The Visit,0.631,2015-05-01,8.0,1,tt1605776,The Visit,2010,90.0,"Comedy,Drama,Romance"
The Visit,Uni.,2015,[],458631,en,The Visit,0.631,2015-05-01,8.0,1,tt1901018,The Visit,2010,50.0,Thriller
The Visit,Uni.,2015,[],458631,en,The Visit,0.631,2015-05-01,8.0,1,tt2252032,The Visit,2012,52.0,"Documentary,Drama"
The Visit,Uni.,2015,[],458631,en,The Visit,0.631,2015-05-01,8.0,1,tt3567288,The Visit,2015,94.0,"Horror,Mystery,Thriller"
The Visit,Uni.,2015,[],458631,en,The Visit,0.631,2015-05-01,8.0,1,tt3833746,The Visit: An Alien Encounter,2015,83.0,Documentary
Spotlight,ORF,2015,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,7.8,4935,tt1895587,Spotlight,2015,129.0,"Crime,Drama"
Spotlight,ORF,2015,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,7.8,4935,tt7785302,Spotlight,2015,99.0,Drama
Spotlight,ORF,2015,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,7.8,4935,tt1895587,Spotlight,2015,129.0,"Crime,Drama"
Spotlight,ORF,2015,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,7.8,4935,tt7785302,Spotlight,2015,99.0,Drama
Spotlight,ORF,2015,[],501956,en,Spotlight,0.6,2018-01-28,10.0,1,tt1895587,Spotlight,2015,129.0,"Crime,Drama"
Spotlight,ORF,2015,[],501956,en,Spotlight,0.6,2018-01-28,10.0,1,tt7785302,Spotlight,2015,99.0,Drama
In the Heart of the Sea,WB,2015,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,6.6,2137,tt1390411,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography"
In the Heart of the Sea,WB,2015,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,6.6,2137,tt1390411,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography"
Southpaw,Wein.,2015,"[28, 18]",307081,en,Southpaw,25.305,2015-07-24,7.4,3424,tt1798684,Southpaw,2015,124.0,"Drama,Sport"
The Second Best Exotic Marigold Hotel,FoxS,2015,"[18, 35]",268238,en,The Second Best Exotic Marigold Hotel,7.731,2015-03-06,6.4,420,tt2555736,The Second Best Exotic Marigold Hotel,2015,122.0,"Comedy,Drama"
Paper Towns,Fox,2015,"[18, 9648, 10749]",286565,en,Paper Towns,11.564,2015-07-24,6.0,3587,tt3622592,Paper Towns,2015,109.0,"Comedy,Drama,Mystery"
Sicario,LGF,2015,"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,7.3,4475,tt3397884,Sicario,2015,121.0,"Action,Crime,Drama"
Sicario,LGF,2015,"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,7.3,4475,tt3397884,Sicario,2015,121.0,"Action,Crime,Drama"
Hitman: Agent 47,Fox,2015,"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,2015-08-21,5.6,1764,tt2679042,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime"
The Wedding Ringer,SGem,2015,[35],252838,en,The Wedding Ringer,15.876,2015-01-16,6.5,961,tt0884732,The Wedding Ringer,2015,101.0,Comedy
Paranormal Activity: The Ghost Dimension,Par.,2015,"[27, 53]",146301,en,Paranormal Activity: The Ghost Dimension,8.157,2015-10-23,5.2,774,tt2473510,Paranormal Activity: The Ghost Dimension,2015,88.0,"Horror,Mystery,Thriller"
